accession_name	genome_accession	Sequence_abundance	Adjusted_ANI	Eff_cov	Contig_name	completeness	contamination	contigs	taxonomy	species	sample	oat	day	genus	genus_group
zr28333_14	MASTER_WP4_UNINA_1__GO004_71775__bin.8	0.0325	98.48	0.112	GO004_71775_k141_336	83.61473561	2.84019975	49	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_A	Enterococcus A gilvus	oat_18_d2	oat_18	day2	Enterococcus_A	Enterococcus
zr28333_14	YouL_2022__SRR13308534__bin.20	0.0191	98.05	0.048	NODE_4_length_158023_cov_10.0000_ID_315023	98.06	2.43	339	Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium_T	Clostridium T intestinale	oat_18_d2	oat_18	day2	Clostridium_T	Clostridium_T
zr28333_11	ODFM-BA-A-0094-002_Leuconostoc_lactis_WIKIM21	73.6368	99.56	553	ODFM-BA-A-0094-002_Leuconostoc_lactis_WIKIM21_NZ_LJIV01000001.1 Leuconostoc lactis strain WIKIM21 contig00001, whole genome shotgun sequence	99.44	0.84	22	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc lactis A	oat_10_d2	oat_10	day2	Leuconostoc	Leuconostoc
zr28333_11	CM_UNINA_FFOOD__FFOOD_245__bin.2	9.0755	97.72	79	NODE_1_length_160535_cov_17.2789_ID_55527	99.58	0.22	34	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc lactis	oat_10_d2	oat_10	day2	Leuconostoc	Leuconostoc
zr28333_11	ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38	7.4802	99.5	51	ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38_NZ_CP017124.1 Lactobacillus curvatus strain WiKim38, complete genome	99.46	0	1	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Latilactobacillus	Latilactobacillus curvatus	oat_10_d2	oat_10	day2	Latilactobacillus	Latilactobacillus
zr28333_11	LeechJ_xxxx__AF66__bin.13	1.6499	99.31	17	AF66_k141_253	56.50470219	0	338	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus taiwanensis	oat_10_d2	oat_10	day2	Lactococcus	Lactococcus
zr28333_11	EBC_082.15	2.6	98.92	7.311	EBC_082.15_EBC_082_scaffold_602	92.69	4.54	82	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kosakonia	Kosakonia cowanii	oat_10_d2	oat_10	day2	Kosakonia	Kosakonia
zr28333_11	LeechJ_2020__ERS3967691__bin.13	0.9702	97.96	6.583	ERS3967691_k141_96	92.61758691	1.533742331	211	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella	Weissella cibaria	oat_10_d2	oat_10	day2	Weissella	Weissella
zr28333_11	MAG_501	0.8185	99.1	4.731	MAG_501_0	100	0	46	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus lactis	oat_10_d2	oat_10	day2	Lactococcus	Lactococcus
zr28333_11	MortensenS_xxxx__WK028-2-L-48h-03A1_S20__bin.5	0.5619	99.74	4.369	WK028-2-L-48h-03A1_S20_k141_3165	99.88764045	0	19	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc citreum	oat_10_d2	oat_10	day2	Leuconostoc	Leuconostoc
zr28333_11	MAG_183	0.9664	98.58	2.834	MAG_183_0	95.53	2.68	667	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Leclercia	Leclercia adecarboxylata	oat_10_d2	oat_10	day2	Leclercia	Leclercia
zr28333_11	EBC_095.37	0.422	99.69	1.794	EBC_095.37_EBC_095_scaffold_66	58.62	0	70	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Erwinia	Erwinia sp003937915	oat_10_d2	oat_10	day2	Erwinia	Erwinia
zr28333_11	FontanaF_2023__SRR20746838__bin.11	0.2003	98.06	1.452	NODE_1_length_180989_cov_16.9995_ID_3968	91.82	0.24	71	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus garvieae	oat_10_d2	oat_10	day2	Lactococcus	Lactococcus
zr28333_11	MortensenS_xxxx__WK002-1-L-48h-01F6_S30__bin.6	0.1434	99.78	1.07	WK002-1-L-48h-01F6_S30_k141_2565	100	0	16	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc falkenbergense	oat_10_d2	oat_10	day2	Leuconostoc	Leuconostoc
zr28333_11	XieM_2019__SAMC044639__bin.32	0.3449	99.4	0.995	SAMC044639_k141_719	97.32240437	1.879781421	45	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pantoea	Pantoea agglomerans	oat_10_d2	oat_10	day2	Pantoea	Pantoea
zr28333_11	MAG_116	0.0748	96.93	0.87	MAG_116_0	51.9	1.59	467	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc pseudomesenteroides	oat_10_d2	oat_10	day2	Leuconostoc	Leuconostoc
zr28333_11	MortensenS_xxxx__WK023-1-L-48h-02G3_S117__bin.1	0.1236	95.15	0.817	WK023-1-L-48h-02G3_S117_k141_1117	99.82363316	0	29	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc pseudomesenteroides	oat_10_d2	oat_10	day2	Leuconostoc	Leuconostoc
zr28333_11	LeechJ_xxxx__AF73__bin.2	0.2488	98.81	0.763	AF73_k141_59	96.33336326	1.470508658	112	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter_D	Enterobacter D kobei A	oat_10_d2	oat_10	day2	Enterobacter_D	Enterobacter_D
zr28333_11	MAG_107	0.0623	98.69	0.646	MAG_107_0	67.86	8.62	565	Bacillota;Bacilli;Bacillales;Bacillaceae_G;Bacillus_A	Bacillus A cereus	oat_10_d2	oat_10	day2	Bacillus_A	Bacillus
zr28333_11	LeechJ_xxxx__AF15__bin.4	0.1663	95.32	0.585	AF15_k141_25	77.41789117	2.841329195	974	Bacillota;Bacilli;Bacillales;Bacillaceae_G;Bacillus_A	Bacillus A pacificus	oat_10_d2	oat_10	day2	Bacillus_A	Bacillus
zr28333_11	FontanaF_2023__SRR20746854__bin.2	0.1891	96.55	0.56	NODE_7_length_112150_cov_14.2384_ID_46122	100	0.01	195	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter	Enterobacter intestinihominis	oat_10_d2	oat_10	day2	Enterobacter	Enterobacter
zr28333_11	CM_UNINA_FFOOD__FFOOD_289__bin.32	0.1269	96.47	0.403	NODE_38_length_116599_cov_69.9888_ID_20640	82.32	1.9	257	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Lelliottia	Lelliottia nimipressuralis	oat_10_d2	oat_10	day2	Lelliottia	Lelliottia
zr28333_11	GCF_009913915.1_ASM991391v1_genomic	0.0303	97.98	0.194	GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome	100	0	3	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc mesenteroides	oat_10_d2	oat_10	day2	Leuconostoc	Leuconostoc
zr28333_11	MotaGutierrezJ_2021__SRR11602140__bin.22	0.0383	96.81	0.139	NODE_306_length_23997_cov_9.0000_ID_64100	76.3	2.56	977	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pantoea	Pantoea dispersa	oat_10_d2	oat_10	day2	Pantoea	Pantoea
zr28333_11	KharnaiorP_2023__SRR22859377__bin.10	0.0269	98.41	0.132	NODE_8_length_174488_cov_60.9499_ID_127332	87.3	1.14	139	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_D	Enterococcus D sp001297065	oat_10_d2	oat_10	day2	Enterococcus_D	Enterococcus
zr28333_11	YuY_2022__SRR16950700__bin.23	0.0124	97.78	0.083	NODE_137_length_39565_cov_54.0000_ID_37700	94.14	3.41	270	Bacillota;Bacilli;Bacillales;Bacillaceae_H;Priestia	Priestia megaterium	oat_10_d2	oat_10	day2	Priestia	Priestia
zr28333_11	MAG_45	0.0116	97.41	0.06	MAG_45_0	85.45	0.19	536	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_D	Enterococcus D casseliflavus	oat_10_d2	oat_10	day2	Enterococcus_D	Enterococcus
zr28333_11	CM_UNINA_FFOOD__FFOOD_266__bin.6	0.0188	97.97	0.049	NODE_1_length_400287_cov_21.9997_ID_32608	79.16	1.36	227	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas_E	Pseudomonas E simiae	oat_10_d2	oat_10	day2	Pseudomonas_E	Pseudomonas_E
zr28333_16	GCF_004771075.1_ASM477107v1_genomic	23.2041	98.67	154	GCF_004771075.1_ASM477107v1_genomic_NZ_CP027563.1 Weissella confusa strain VTT E-133279 chromosome, complete genome	99.08	0	2	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella	Weissella confusa	oat_22_d2	oat_22	day2	Weissella	Weissella
zr28333_16	LeechJ_xxxx__AF66__bin.10	20.0028	97.81	125	AF66_k141_123	56.71442781	1.66218638	987	Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium	Clostridium beijerinckii	oat_22_d2	oat_22	day2	Clostridium	Clostridium
zr28333_16	EBC_134.5	45.6459	95.46	108	EBC_134.5_EBC_134_scaffold_561	98.39	8.33	294	Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium	Clostridium beijerinckii	oat_22_d2	oat_22	day2	Clostridium	Clostridium
zr28333_16	GCF_001885995.1_ASM188599v1_genomic	7.7343	98.04	49	GCF_001885995.1_ASM188599v1_genomic_NZ_JXKT01000001.1 Enterococcus italicus DSM 15952 Scaffold1, whole genome shotgun sequence	99.01	0	108	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_G	Enterococcus G italicus	oat_22_d2	oat_22	day2	Enterococcus_G	Enterococcus
zr28333_16	MortensenS_xxxx__WK002-1-L-48h-01F6_S30__bin.6	3.2528	99.87	27	WK002-1-L-48h-01F6_S30_k141_2565	100	0	16	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc falkenbergense	oat_22_d2	oat_22	day2	Leuconostoc	Leuconostoc
zr28333_16	FalardeauJ_2023__SRR20811279__bin.3	0.0703	98.69	0.332	NODE_1_length_274429_cov_22.9992_ID_7781	99.97	0.24	56	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	Lactiplantibacillus plantarum	oat_22_d2	oat_22	day2	Lactiplantibacillus	Lactiplantibacillus
zr28333_16	MotaGutierrezJ_2021__SRR11602153__bin.4	0.048	98.94	0.176	NODE_1_length_695767_cov_46.0000_ID_85857	100	0.13	33	Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus	Bacillus subtilis	oat_22_d2	oat_22	day2	Bacillus	Bacillus
zr28333_16	MAG_312	0.0339	98.27	0.145	MAG_312_0	99.73	0.05	90	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	Acinetobacter baumannii	oat_22_d2	oat_22	day2	Acinetobacter	Acinetobacter
zr28333_16	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101	0.0078	97.29	0.04	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101_NZ_WOTS01000010.1 Enterococcus lactis strain CICC 24101 NODE_10_length_82300_cov_4.602353, whole genome shotgun sequence	99.62	0	53	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_B	Enterococcus B lactis	oat_22_d2	oat_22	day2	Enterococcus_B	Enterococcus
zr28333_26	MortensenS_xxxx__WK002-1-L-48h-01F6_S30__bin.6	19.0711	99.89	331	WK002-1-L-48h-01F6_S30_k141_2565	100	0	16	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc falkenbergense	oat_22_d3	oat_22	day3	Leuconostoc	Leuconostoc
zr28333_26	LeechJ_xxxx__AF66__bin.10	17.9849	98.06	235	AF66_k141_123	56.71442781	1.66218638	987	Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium	Clostridium beijerinckii	oat_22_d3	oat_22	day3	Clostridium	Clostridium
zr28333_26	GCF_004771075.1_ASM477107v1_genomic	15.1329	98.7	210	GCF_004771075.1_ASM477107v1_genomic_NZ_CP027563.1 Weissella confusa strain VTT E-133279 chromosome, complete genome	99.08	0	2	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella	Weissella confusa	oat_22_d3	oat_22	day3	Weissella	Weissella
zr28333_26	EBC_134.5	39.6179	95.96	196	EBC_134.5_EBC_134_scaffold_561	98.39	8.33	294	Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium	Clostridium beijerinckii	oat_22_d3	oat_22	day3	Clostridium	Clostridium
zr28333_26	GCF_001885995.1_ASM188599v1_genomic	7.6244	98.08	101	GCF_001885995.1_ASM188599v1_genomic_NZ_JXKT01000001.1 Enterococcus italicus DSM 15952 Scaffold1, whole genome shotgun sequence	99.01	0	108	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_G	Enterococcus G italicus	oat_22_d3	oat_22	day3	Enterococcus_G	Enterococcus
zr28333_26	FalardeauJ_2023__SRR20811279__bin.3	0.446	98.94	4.409	NODE_1_length_274429_cov_22.9992_ID_7781	99.97	0.24	56	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus	Lactiplantibacillus plantarum	oat_22_d3	oat_22	day3	Lactiplantibacillus	Lactiplantibacillus
zr28333_26	MAG_312	0.108	98.19	0.962	MAG_312_0	99.73	0.05	90	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	Acinetobacter baumannii	oat_22_d3	oat_22	day3	Acinetobacter	Acinetobacter
zr28333_26	MotaGutierrezJ_2021__SRR11602153__bin.4	0.0149	98.66	0.114	NODE_1_length_695767_cov_46.0000_ID_85857	100	0.13	33	Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus	Bacillus subtilis	oat_22_d3	oat_22	day3	Bacillus	Bacillus
zr28333_1	MAG_312	21.1322	98.93	46	MAG_312_0	99.73	0.05	90	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	Acinetobacter baumannii	oat_9_d1	oat_9	day1	Acinetobacter	Acinetobacter
zr28333_1	LeechJ_xxxx__AF73__bin.1	18.3695	95.25	33	AF73_k141_20	93.9594896	1.329958897	241	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pseudescherichia	Pseudescherichia spp.	oat_9_d1	oat_9	day1	Pseudescherichia	Pseudescherichia
zr28333_1	GCF_004771075.1_ASM477107v1_genomic	9.7305	98.62	33	GCF_004771075.1_ASM477107v1_genomic_NZ_CP027563.1 Weissella confusa strain VTT E-133279 chromosome, complete genome	99.08	0	2	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella	Weissella confusa	oat_9_d1	oat_9	day1	Weissella	Weissella
zr28333_1	ODFM-BA-A-0094-002_Leuconostoc_lactis_WIKIM21	4.9202	99.46	21	ODFM-BA-A-0094-002_Leuconostoc_lactis_WIKIM21_NZ_LJIV01000001.1 Leuconostoc lactis strain WIKIM21 contig00001, whole genome shotgun sequence	99.44	0.84	22	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc lactis A	oat_9_d1	oat_9	day1	Leuconostoc	Leuconostoc
zr28333_1	LeechJ_xxxx__AF66__bin.13	3.2446	99.27	19	AF66_k141_253	56.50470219	0	338	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus taiwanensis	oat_9_d1	oat_9	day1	Lactococcus	Lactococcus
zr28333_1	FontanaF_2023__SRR20746854__bin.2	11.2895	99.32	19	NODE_7_length_112150_cov_14.2384_ID_46122	100	0.01	195	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter	Enterobacter intestinihominis	oat_9_d1	oat_9	day1	Enterobacter	Enterobacter
zr28333_1	EBC_095.37	7.45	99.8	18	EBC_095.37_EBC_095_scaffold_66	58.62	0	70	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Erwinia	Erwinia sp003937915	oat_9_d1	oat_9	day1	Erwinia	Erwinia
zr28333_1	ODFM-BA-A-0148-001_Lactococcus_lactis_subsp._cremoris_LMG6897	4.7231	98.82	15	ODFM-BA-A-0148-001_Lactococcus_lactis_subsp._cremoris_LMG6897_NZ_LISZ01000065.1 Lactococcus lactis subsp. cremoris strain LMG6897 contig_0, whole genome shotgun sequence	100	0.19	233	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus cremoris	oat_9_d1	oat_9	day1	Lactococcus	Lactococcus
zr28333_1	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101	4.4842	99.32	11.757	ODFM-BA-A-0139-001_Enterococcus_lactis_CICC_24101_NZ_WOTS01000010.1 Enterococcus lactis strain CICC 24101 NODE_10_length_82300_cov_4.602353, whole genome shotgun sequence	99.62	0	53	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_B	Enterococcus B lactis	oat_9_d1	oat_9	day1	Enterococcus_B	Enterococcus
zr28333_1	LeechJ_xxxx__AF15__bin.4	5.2807	97.67	10.546	AF15_k141_25	77.41789117	2.841329195	974	Bacillota;Bacilli;Bacillales;Bacillaceae_G;Bacillus_A	Bacillus A pacificus	oat_9_d1	oat_9	day1	Bacillus_A	Bacillus
zr28333_1	LeechJ_xxxx__AF73__bin.2	3.0751	98.7	5.361	AF73_k141_59	96.33336326	1.470508658	112	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter_D	Enterobacter D kobei A	oat_9_d1	oat_9	day1	Enterobacter_D	Enterobacter_D
zr28333_1	MAG_183	3.0031	99.2	5.005	MAG_183_0	95.53	2.68	667	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Leclercia	Leclercia adecarboxylata	oat_9_d1	oat_9	day1	Leclercia	Leclercia
zr28333_1	XieM_2019__SAMC044639__bin.32	0.9184	99.45	1.505	SAMC044639_k141_719	97.32240437	1.879781421	45	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pantoea	Pantoea agglomerans	oat_9_d1	oat_9	day1	Pantoea	Pantoea
zr28333_1	GCF_009913915.1_ASM991391v1_genomic	0.3432	98.94	1.253	GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome	100	0	3	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc mesenteroides	oat_9_d1	oat_9	day1	Leuconostoc	Leuconostoc
zr28333_1	LeechJ_xxxx__AF27__bin.5	0.3023	98.78	1.024	AF27_k141_52	61.28164465	0.44837907	808	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas_E	Pseudomonas E parafulva B	oat_9_d1	oat_9	day1	Pseudomonas_E	Pseudomonas_E
zr28333_1	YuY_2022__SRR16950700__bin.23	0.2446	98.47	0.929	NODE_137_length_39565_cov_54.0000_ID_37700	94.14	3.41	270	Bacillota;Bacilli;Bacillales;Bacillaceae_H;Priestia	Priestia megaterium	oat_9_d1	oat_9	day1	Priestia	Priestia
zr28333_1	MAG_116	0.1306	97.56	0.864	MAG_116_0	51.9	1.59	467	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc pseudomesenteroides	oat_9_d1	oat_9	day1	Leuconostoc	Leuconostoc
zr28333_1	MortensenS_xxxx__WK023-1-L-48h-02G3_S117__bin.1	0.2227	96.18	0.837	WK023-1-L-48h-02G3_S117_k141_1117	99.82363316	0	29	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc pseudomesenteroides	oat_9_d1	oat_9	day1	Leuconostoc	Leuconostoc
zr28333_1	KharnaiorP_2023__SRR22859377__bin.10	0.2363	98.78	0.658	NODE_8_length_174488_cov_60.9499_ID_127332	87.3	1.14	139	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_D	Enterococcus D sp001297065	oat_9_d1	oat_9	day1	Enterococcus_D	Enterococcus
zr28333_1	MASTER_WP4_TEAGASC_1__TGS12-29__bin.6	0.1628	97.82	0.51	TGS12-29_k141_701	99.62546816	0	108	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_B	Enterococcus B faecium	oat_9_d1	oat_9	day1	Enterococcus_B	Enterococcus
zr28333_1	EBC_140.10	0.2519	98.11	0.495	EBC_140.10_EBC_140_scaffold_8	70.64	5.17	514	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pantoea	Pantoea brenneri	oat_9_d1	oat_9	day1	Pantoea	Pantoea
zr28333_1	MotaGutierrezJ_2021__SRR11602153__bin.4	0.169	98.33	0.317	NODE_1_length_695767_cov_46.0000_ID_85857	100	0.13	33	Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus	Bacillus subtilis	oat_9_d1	oat_9	day1	Bacillus	Bacillus
zr28333_1	FontanaF_2023__SRR20746851__bin.6	0.1517	99.2	0.219	NODE_1_length_87421_cov_11.0000_ID_9656	96.04	0.33	304	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella	Klebsiella grimontii	oat_9_d1	oat_9	day1	Klebsiella	Klebsiella
zr28333_1	FontanaF_2023__SRR20746834__bin.2	0.0661	98.2	0.179	NODE_15_length_59385_cov_11.2996_ID_3067	99.89	0.4	332	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_B	Enterococcus B durans	oat_9_d1	oat_9	day1	Enterococcus_B	Enterococcus
zr28333_1	YulandiA_2020__SRS6115053__bin.10	0.0426	97.51	0.108	SRS6115053_k141_3360	97.73584906	0.377358491	114	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_D	Enterococcus D gallinarum	oat_9_d1	oat_9	day1	Enterococcus_D	Enterococcus
zr28333_1	YouL_2022__SRR13308520__bin.4	0.0238	97.97	0.093	NODE_37_length_133389_cov_15.7682_ID_27250	98.85	0.05	61	Bacillota;Bacilli;Staphylococcales;Staphylococcaceae;Macrococcoides	Macrococcoides caseolyticum	oat_9_d1	oat_9	day1	Macrococcoides	Macrococcoides
zr28333_1	MAG_45	0.0193	98.94	0.057	MAG_45_0	85.45	0.19	536	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_D	Enterococcus D casseliflavus	oat_9_d1	oat_9	day1	Enterococcus_D	Enterococcus
zr28333_1	ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38	0.012	96.85	0.047	ODFM-BA-A-0005-002_Lactobacillus_curvatus_WiKim38_NZ_CP017124.1 Lactobacillus curvatus strain WiKim38, complete genome	99.46	0	1	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Latilactobacillus	Latilactobacillus curvatus	oat_9_d1	oat_9	day1	Latilactobacillus	Latilactobacillus
zr28333_6	GCF_004771075.1_ASM477107v1_genomic	94.6229	98.88	650	GCF_004771075.1_ASM477107v1_genomic_NZ_CP027563.1 Weissella confusa strain VTT E-133279 chromosome, complete genome	99.08	0	2	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella	Weissella confusa	oat_22_d1	oat_22	day1	Weissella	Weissella
zr28333_6	MotaGutierrezJ_2021__SRR11602153__bin.4	5.0056	99.08	19	NODE_1_length_695767_cov_46.0000_ID_85857	100	0.13	33	Bacillota;Bacilli;Bacillales;Bacillaceae;Bacillus	Bacillus subtilis	oat_22_d1	oat_22	day1	Bacillus	Bacillus
zr28333_6	MAG_312	0.3465	98.26	1.528	MAG_312_0	99.73	0.05	90	Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter	Acinetobacter baumannii	oat_22_d1	oat_22	day1	Acinetobacter	Acinetobacter
zr28333_6	GCF_001885995.1_ASM188599v1_genomic	0.025	97.91	0.164	GCF_001885995.1_ASM188599v1_genomic_NZ_JXKT01000001.1 Enterococcus italicus DSM 15952 Scaffold1, whole genome shotgun sequence	99.01	0	108	Bacillota;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_G	Enterococcus G italicus	oat_22_d1	oat_22	day1	Enterococcus_G	Enterococcus
zr28333_20	MortensenS_xxxx__WK023-1-L-48h-02G3_S117__bin.1	26.6002	95.85	134	WK023-1-L-48h-02G3_S117_k141_1117	99.82363316	0	29	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc pseudomesenteroides	oat_9_d3	oat_9	day3	Leuconostoc	Leuconostoc
zr28333_20	MAG_116	15.0015	97.65	133	MAG_116_0	51.9	1.59	467	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc pseudomesenteroides	oat_9_d3	oat_9	day3	Leuconostoc	Leuconostoc
zr28333_20	KharnaiorP_2023__SRR22859379__bin.8	15.1412	99.77	96	NODE_3_length_161229_cov_37.0000_ID_62026	99.96	0.01	43	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus	Pediococcus pentosaceus	oat_9_d3	oat_9	day3	Pediococcus	Pediococcus
zr28333_20	ODFM-BA-A-0148-001_Lactococcus_lactis_subsp._cremoris_LMG6897	10.8044	98.84	46	ODFM-BA-A-0148-001_Lactococcus_lactis_subsp._cremoris_LMG6897_NZ_LISZ01000065.1 Lactococcus lactis subsp. cremoris strain LMG6897 contig_0, whole genome shotgun sequence	100	0.19	233	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus cremoris	oat_9_d3	oat_9	day3	Lactococcus	Lactococcus
zr28333_20	GCF_009913915.1_ASM991391v1_genomic	3.2684	99.17	16	GCF_009913915.1_ASM991391v1_genomic_NZ_CP028251.1 Leuconostoc mesenteroides strain SRCM102733 chromosome, complete genome	100	0	3	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc	Leuconostoc mesenteroides	oat_9_d3	oat_9	day3	Leuconostoc	Leuconostoc
zr28333_20	LeechJ_xxxx__AF66__bin.13	1.6074	99.16	12.619	AF66_k141_253	56.50470219	0	338	Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus	Lactococcus taiwanensis	oat_9_d3	oat_9	day3	Lactococcus	Lactococcus
zr28333_20	FontanaF_2023__SRR20746854__bin.2	5.5651	99.32	12.556	NODE_7_length_112150_cov_14.2384_ID_46122	100	0.01	195	Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter	Enterobacter intestinihominis	oat_9_d3	oat_9	day3	Enterobacter	Enterobacter
zr28333_20	EBC_134.5	7.1234	98.88	11.546	EBC_134.5_EBC_134_scaffold_561	98.39	8.33	294	Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium	Clostridium beijerinckii	oat_9_d3	oat_9	day3	Clostridium	Clostridium
zr28333_20	GCF_004771075.1_ASM477107v1_genomic	1.8906	98.6	8.595	GCF_004771075.1_ASM477107v1_genomic_NZ_CP027563.1 Weissella confusa strain VTT E-133279 chromosome, complete genome	99.08	0	2	Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella	Weissella confusa	oat_9_d3	oat_9	day3	Weissella	Weissella
